ID,Name,Age,Overall,Club,Value,Wage,Preferred Foot,Height,Weight
238667,A. Odabas,24,63, SSV Jahn Regensburg,€425K,€2K,Left,6'2,172lbs
239179,Z. Arsenić,24,63,Wisła Kraków,€450K,€1K,Right,6'2,165lbs
190539,P. Engblom,26,63,Sandefjord Fotball,€450K,€1K,Right,6'0,165lbs
216396,R. González,23,63,U.N.A.M.,€525K,€3K,Right,6'0,165lbs
243788,A. Mucolli,18,63,Vejle Boldklub,€750K,€1K,Left,5'9,154lbs
235597,M. Al Anazi,28,63,Al Batin,€260K,€3K,Right,5'10,176lbs
238925,D. Ernst,27,63,SC Fortuna Köln,€300K,€1K,Right,5'10,159lbs
193357,L. Hodson,26,63,St. Mirren,€350K,€8K,Right,5'9,157lbs
193613,J. Hanson,30,63,AFC Wimbledon,€350K,€2K,Left,6'4,172lbs
221007,G. Hauche,25,63,New England Revolution,€500K,€2K,Right,5'11,163lbs
232527,D. Schmidt,25,63,San Martin de Tucumán,€425K,€2K,Right,6'0,181lbs
234831,N. Rieble,22,63,FC Hansa Rostock,€425K,€1K,Left,6'0,176lbs
242767,L. Napoleone,24,63,Royal Excel Mouscron,€500K,€2K,Right,5'11,168lbs
223568,G. Zajkov,23,63,Sporting de Charleroi,€425K,€2K,Right,6'1,181lbs
225872,J. McGrath,21,63,Dundalk,€600K,€1K,Right,5'9,154lbs
166736,M. Andersen,32,63,Tromsø IL,€290K,€1K,Right,5'10,157lbs
242256,E. Calvillo,20,63,San Jose Earthquakes,€575K,€1K,Right,5'7,141lbs
226129,J. Gorenc Stanković,22,63,Huddersfield Town,€625K,€7K,Right,6'3,172lbs
235089,Y. Nogami,27,63,Sanfrecce Hiroshima,€375K,€2K,Right,5'11,159lbs
229970,L. Soares,24,63,Clermont Foot 63,€375K,€1K,Left,5'9,150lbs
204371,H. Ben Moussa,26,63,FC Emmen,€450K,€2K,Right,5'11,163lbs
236883,M. Anderson,20,63,Excelsior,€700K,€3K,Right,5'11,152lbs
191827,Yoo Hyun,33,63,FC Seoul,€190K,€1K,Right,6'0,181lbs
228692,H. Jafry,26,63,Al Fayha,€325K,€4K,Left,5'10,152lbs
233812,A. Lucoqui,20,63,DSC Arminia Bielefeld,€525K,€2K,Left,5'11,165lbs
175956,T. Jacobsen,34,63,FK Bodø/Glimt,€100K,€1K,Right,5'9,168lbs
242004,Jeon Se Jin,18,63,Suwon Samsung Bluewings,€625K,€1K,Right,6'0,154lbs
242516,C. Gakpo,19,63,PSV,€800K,€2K,Right,6'2,168lbs
244564,J. Carolina,19,63,NAC Breda,€525K,€1K,Left,5'10,163lbs
244820,S. Gölles,26,63,Wolfsberger AC,€350K,€3K,Right,6'2,181lbs
118868,C. Källqvist,34,63,BK Häcken,€150K,€1K,Right,6'4,212lbs
198229,F. Doré,29,63,Angers SCO,€375K,€5K,Right,6'4,187lbs
213589,J. Muñoz,27,63,Audax Italiano,€290K,€1K,Right,5'11,181lbs
19541,G. Morris,34,63,Crawley Town,€150K,€2K,Right,6'0,154lbs
221525,S. Nelson,22,63,Swindon Town,€450K,€2K,Right,6'1,165lbs
236885,B. Vazquez,19,63,Atlanta United,€700K,€1K,Right,6'3,174lbs
241237,F. Kanoute,19,63,Pescara,€775K,€1K,Right,6'1,172lbs
244821,M. Ramírez,28,63,Patriotas Boyacá FC,€375K,€1K,Left,5'8,157lbs
245077,M. Chinellato,26,63,Padova,€450K,€1K,Right,6'2,181lbs
209750,I. Lawlor,23,63,Doncaster Rovers,€400K,€1K,Right,6'4,176lbs
210006,T. Dähne,24,63,Wisła Płock,€350K,€1K,Right,6'4,185lbs
221270,G. Lefebvre,24,63,Red Star FC,€450K,€1K,Right,5'9,139lbs
227926,T. Worra,25,63,DC United,€325K,€1K,Left,6'3,174lbs
242006,D. Hashioka,19,63,Urawa Red Diamonds,€550K,€1K,Right,6'0,165lbs
214104,H. Gómez,26,63,Atlético Bucaramanga,€375K,€1K,Right,5'9,168lbs
27480,T. Zwarthoed,35,63,NAC Breda,€90K,€1K,Right,6'2,196lbs
170072,T. Robinson,29,63,Southend United,€375K,€2K,Right,5'9,141lbs
235608,S. Al Mutairi,28,63,Al Batin,€300K,€3K,Right,6'0,176lbs
232793,T. Kanai,28,63,Nagoya Grampus,€290K,€2K,Right,5'9,154lbs
242265,M. Obafemi,17,63,Southampton,€750K,€5K,Right,5'7,157lbs
199770,M. Maak,26,63,FC Wacker Innsbruck,€400K,€3K,Right,6'3,192lbs
221274,Y. Mbombo,24,63,Royal Excel Mouscron,€500K,€2K,Right,5'10,172lbs
226650,Kim Won Gun,26,63,FC Seoul,€350K,€2K,Right,6'1,170lbs
244570,O. León,18,63,Club América,€575K,€4K,Right,6'2,194lbs
221531,M. Maroši,24,63,Doncaster Rovers,€350K,€1K,Right,6'3,176lbs
222299,Jin Taiyan,28,63,Beijing Sinobo Guoan FC,€290K,€4K,Right,5'9,137lbs
226139,J. Tamimi,23,63,GIF Sundsvall,€425K,€1K,Right,5'9,165lbs
234843,M. Leitsch,20,63,VfL Bochum 1848,€625K,€2K,Left,6'2,165lbs
244571,D. Zamora,20,63,Club América,€625K,€7K,Right,6'1,172lbs
242268,C. Özkan,18,63,DSC Arminia Bielefeld,€575K,€1K,Right,6'0,154lbs
243036,Jaime Sierra,20,63,CD Leganés,€700K,€4K,Right,5'9,139lbs
208989,F. Ladapo,25,63,Plymouth Argyle,€475K,€3K,Right,6'0,174lbs
221789,Gwon Wan Gyu,26,63,Sangju Sangmu FC,€350K,€2K,Right,6'0,168lbs
239453,S. Furtado,23,63,US Orléans Loiret Football,€400K,€1K,Right,5'9,150lbs
240733,G. Pinto,26,63,Parma,€350K,€7K,Left,6'0,168lbs
242013,Carlos Cordero,21,63,Real Sporting de Gijón,€500K,€1K,Left,5'11,168lbs
244829,M. Collao,20,63,CD Antofagasta,€800K,€1K,Right,5'8,148lbs
200286,K. Mellor,27,63,Bradford City,€350K,€2K,Right,6'2,165lbs
206430,J. Pigott,24,63,AFC Wimbledon,€500K,€2K,Right,6'0,132lbs
226654,S. Ring,23,63,Örebro SK,€450K,€1K,Left,5'10,163lbs
234846,S. Müller,22,63,Karlsruher SC,€400K,€1K,Right,6'3,181lbs
240222,C. Díaz,22,63,Curicó Unido,€475K,€1K,Right,5'11,146lbs
212319,Park Hee Seong,28,63,FC Seoul,€375K,€2K,Right,6'2,176lbs
242527,S. Ambrosius,19,63,Hamburger SV,€725K,€1K,Right,6'0,176lbs
207968,B. Gaul,28,63,FSV Zwickau,€300K,€1K,Left,6'5,201lbs
226656,E. Gertmonas,22,63,Stade Rennais FC,€500K,€4K,Right,6'4,203lbs
233056,D. Cleary,22,63,Dundalk,€500K,€1K,Right,6'0,159lbs
239200,T. Halilović,23,63,Wisła Kraków,€525K,€2K,Right,5'9,154lbs
244832,S. Ferreira,20,63,Monarcas Morelia,€500K,€2K,Right,5'11,172lbs
182112,V. Lia,33,63,Adelaide United,€150K,€1K,Right,5'10,161lbs
183648,C. Kröpfl,28,63,TSV Hartberg,€375K,€2K,Right,5'7,161lbs
212065,Jeong Dong Ho,28,63,Ulsan Hyundai FC,€290K,€2K,Right,5'9,150lbs
244833,C. Zamudio,20,63,Monarcas Morelia,€525K,€2K,Right,5'8,161lbs
221538,W. Nightingale,22,63,AFC Wimbledon,€475K,€2K,Right,6'1,185lbs
189282,A. Leitch-Smith,28,63,Morecambe,€375K,€3K,Right,5'8,165lbs
222051,Kim Dae Jung,25,63,Incheon United FC,€425K,€1K,Right,6'2,183lbs
230499,Maicon Sampinho,26,63,Chapecoense,€400K,€4K,Right,5'11,179lbs
238947,J. Gerlach,28,63,FC Carl Zeiss Jena,€325K,€1K,Left,6'4,165lbs
50531,O. Storflor,38,63,Ranheim Fotball,€120K,€1K,Right,5'11,165lbs
207460,M. Ovenstad,24,63,Strømsgodset IF,€500K,€1K,Right,6'0,154lbs
214372,W. Díaz,40,63,Jaguares de Córdoba,€ 0,€1K,Right,5'10,168lbs
220517,F. Di Mariano,22,63,Venezia FC,€525K,€1K,Right,5'10,150lbs
229477,M. Bähre,22,63,Barnsley,€575K,€5K,Right,5'10,154lbs
239461,J. Castillo,23,63,U.N.A.M.,€375K,€3K,Right,6'2,183lbs
188261,T. Salamon,29,63,FK Austria Wien,€280K,€3K,Left,5'9,163lbs
202854,B. Sylvestre,25,63,LA Galaxy,€350K,€1K,Right,6'5,201lbs
209766,M. Born,24,63,SV Meppen,€500K,€2K,Right,5'9,152lbs
234087,C. Styles,18,63,Bury,€750K,€1K,Right,5'6,132lbs
242535,S. Jovanović,24,63,Wolfsberger AC,€475K,€3K,Left,6'0,176lbs
228456,Juan Pérez,21,63,CA Osasuna,€500K,€1K,Right,6'3,183lbs
234856,H. Mendes,20,63,FC Lorient,€525K,€1K,Right,6'0,163lbs
239208,D. Newton,27,63,Stevenage,€400K,€3K,Left,5'10,165lbs
244072,M. Fejzullahu,24,63,Eintracht Braunschweig,€475K,€1K,Right,5'8,150lbs
191848,W. Abdullah,32,63,Al Nassr,€210K,€5K,Right,6'3,190lbs
205161,H. Bunn,25,63,Southend United,€450K,€3K,Right,5'9,163lbs
215657,M. Lauritsen,25,63,Vejle Boldklub,€400K,€2K,Right,6'5,183lbs
217193,J. Corrales,27,63,Chicago Fire,€350K,€2K,Left,5'9,154lbs
210026,C. Calvo,25,63,Deportivo Toluca,€400K,€4K,Left,6'5,192lbs
224874,A. Pellegrino,28,63,Strømsgodset IF,€375K,€1K,Right,6'3,150lbs
164458,S. Aborah,31,63,Waterford FC,€325K,€1K,Right,5'7,148lbs
165738,J. Kennedy,31,63,Carlisle United,€325K,€3K,Right,6'1,165lbs
235626,M. Ambrose,24,63,Atlanta United,€400K,€1K,Left,5'9,165lbs
245098,L. Osaki,26,63,Vissel Kobe,€350K,€2K,Right,6'2,181lbs
215403,J. Yorwerth,23,63,Peterborough United,€475K,€2K,Right,6'1,165lbs
220779,M. Ridenton,22,63,Newcastle Jets,€525K,€1K,Right,5'11,159lbs
223595,J. Strauß,22,63,FC Erzgebirge Aue,€450K,€1K,Right,5'10,161lbs
239211,B. Moussiti-Oko,23,63,Le Havre AC,€525K,€2K,Right,6'0,196lbs
196972,L. Sætra,26,63,Strømsgodset IF,€375K,€1K,Right,6'5,198lbs
238956,D. Bock,23,63,FC Carl Zeiss Jena,€500K,€1K,Right,6'0,165lbs
239724,S. Puttkammer,29,63,SV Meppen,€290K,€1K,Right,6'4,179lbs
244588,B. Baiye,17,63,Club Brugge KV,€650K,€2K,Right,5'10,165lbs
197998,A. Andersson,27,63,Östersunds FK,€325K,€1K,Right,6'4,181lbs
229998,D. Schad,21,63,1. FC Kaiserslautern,€450K,€1K,Right,5'9,154lbs
238446,Tachi,20,63,Atlético Madrid,€725K,€5K,Right,6'0,165lbs
238958,R. Harper,18,63,West Bromwich Albion,€750K,€3K,Right,6'0,168lbs
242542,A. Herrera,21,63,Real Salt Lake,€525K,€1K,Right,5'11,154lbs
199535,M. Novak,27,63,Wolfsberger AC,€350K,€3K,Right,6'0,176lbs
221807,P. Grazziani,23,63,Alianza Petrolera,€400K,€1K,Right,6'0,165lbs
237679,R. Kolo-Muani,19,63,FC Nantes,€525K,€3K,Right,6'2,161lbs
244591,J. Bogle,17,63,Derby County,€650K,€3K,Right,5'10,152lbs
189295,J. Sudić,27,63,Trelleborgs FF,€350K,€1K,Right,6'4,181lbs
215408,A. Chapman,28,63,Peterborough United,€260K,€2K,Right,6'8,203lbs
228464,Kim Jin Hyuk,25,63,Daegu FC,€450K,€1K,Right,6'2,172lbs
245616,Pelayo Morilla,16,63,Real Sporting de Gijón,€725K,€1K,Left,6'0,154lbs
237169,C. Bramall,22,63,Arsenal,€425K,€12K,Left,5'10,159lbs
231538,B. Blasi,22,63,Unión de Santa Fe,€500K,€2K,Right,5'11,165lbs
235378,F. Eguelfi,23,63,Hellas Verona,€525K,€4K,Left,5'10,163lbs
242546,L. Lencinas,23,63,Godoy Cruz,€500K,€3K,Left,5'9,168lbs
204915,K. Guthrie,25,63,Stevenage,€450K,€3K,Right,6'3,154lbs
225395,Ezkieta,21,63,FC Barcelona,€525K,€10K,Right,6'4,172lbs
242547,J. Scherzer,22,63,FC Admira Wacker Mödling,€400K,€2K,Left,6'1,168lbs
243315,Dani Gómez,19,63,Real Madrid,€800K,€12K,Right,5'10,154lbs
244083,J. Hofmann,21,63,VfL Sportfreunde Lotte,€575K,€1K,Right,5'7,148lbs
182387,Zhang Xiaofei,35,63,Changchun Yatai FC,€80K,€2K,Left,5'10,163lbs
191859,Wang Lin,30,63,Shanghai Greenland Shenhua FC,€270K,€3K,Right,5'10,165lbs
221556,O. Mfulu,24,63,Red Star FC,€425K,€1K,Right,6'0,168lbs
243316,Fornos,21,63,Deportivo de La Coruña,€550K,€1K,Left,5'11,152lbs
186228,Wang Song,34,63,Jiangsu Suning FC,€190K,€4K,Right,5'10,163lbs
213621,C. Melivilú,24,63,San Luis de Quillota,€500K,€1K,Right,6'0,170lbs
210806,W. Suwayyid,30,63,Al Faisaly,€270K,€4K,Left,5'9,146lbs
152950,G. Wojtkowiak,34,63,Lechia Gdańsk,€100K,€2K,Right,6'0,165lbs
227958,I. Louati,24,63,Vejle Boldklub,€500K,€2K,Right,6'4,176lbs
233078,P. Sabbag,21,63,CD Tondela,€825K,€1K,Left,6'2,179lbs
194678,A. Eastham,27,63,Fleetwood Town,€375K,€2K,Left,6'3,198lbs
198519,C. Aasbak,24,63,Kristiansund BK,€400K,€1K,Left,6'2,179lbs
202103,Li Jianbin,29,63,Shanghai Greenland Shenhua FC,€325K,€3K,Right,6'1,170lbs
229751,E. Ozuna,22,63,Club Atlético Aldosivi,€625K,€3K,Left,5'8,168lbs
237943,D. Scarr,23,63,Birmingham City,€425K,€4K,Right,6'2,187lbs
242551,I. Smith,20,63,IFK Norrköping,€725K,€1K,Right,5'10,150lbs
200312,T. Barnett,32,63,Cheltenham Town,€290K,€4K,Right,6'3,187lbs
245368,G. Yalçin,19,63,Beşiktaş JK,€650K,€5K,Right,6'0,170lbs
186488,Li Shuai,35,63,Shanghai Greenland Shenhua FC,€90K,€2K,Right,6'4,194lbs
211833,T. Lindenhahn,27,63,Hallescher FC,€300K,€1K,Right,5'10,174lbs
227705,A. Empereur,24,63,Hellas Verona,€400K,€1K,Left,6'1,174lbs
204154,J. Schwadorf,25,63,SV Wehen Wiesbaden,€450K,€2K,Left,5'10,159lbs
206202,O. Norburn,25,63,Shrewsbury,€450K,€2K,Right,6'1,181lbs
225146,S. D'Almeida,22,63,Yeovil Town,€475K,€2K,Right,5'10,157lbs
243322,Lim Jae Hyeok,19,63,Daegu FC,€800K,€1K,Right,5'11,146lbs
244602,O. Boussaid,18,63,FC Utrecht,€750K,€2K,Left,5'5,146lbs
233083,H. Demir,20,63,Kasimpaşa SK,€500K,€2K,Right,5'10,165lbs
238203,J. Pirinen,26,63,HJK Helsinki,€350K,€1K,Left,6'0,179lbs
223868,T. Schützenauer,21,63,SK Sturm Graz,€400K,€2K,Right,5'11,154lbs
229500,Jaquité,22,63,CD Tondela,€525K,€1K,Right,5'8,143lbs
239740,A. Jallow,19,63,FC Metz,€700K,€1K,Left,5'5,137lbs
241020,N. Moreno,21,63,Envigado FC,€600K,€1K,Right,5'9,150lbs
221053,E. Gómez,24,63,Rosario Central,€400K,€3K,Left,5'9,159lbs
235389,C. Rodríguez,21,63,Monterrey,€500K,€6K,Right,5'9,146lbs
170877,K. Letheren,30,63,Plymouth Argyle,€240K,€2K,Right,6'2,207lbs
230270,Fabiem Jardim,34,63,Paraná,€190K,€4K,Right,6'0,172lbs
239486,Zé Pedro,21,63,CD Feirense,€550K,€2K,Left,5'9,152lbs
174206,G. Moss,35,63,Newcastle Jets,€90K,€1K,Right,6'2,198lbs
240510,J. Bohui,19,63,Manchester United,€700K,€10K,Right,5'9,165lbs
182398,Chen Lei,32,63,Chongqing Dangdai Lifan FC SWM Team,€200K,€2K,Left,6'0,176lbs
199039,C. Freitag,28,63,FC Wacker Innsbruck,€325K,€3K,Right,6'0,176lbs
211839,S. Eismann,30,63,FC Carl Zeiss Jena,€270K,€1K,Right,6'0,168lbs
221823,Zhao Hejing,33,63,Guizhou Hengfeng FC,€140K,€3K,Right,6'1,163lbs
230015,I. Diallo,21,63,KAS Eupen,€450K,€2K,Right,5'9,146lbs
236415,R. Alfani,22,63,Rosario Central,€500K,€3K,Right,6'1,174lbs
244863,Y. Benrahou,19,63,FC Girondins de Bordeaux,€800K,€3K,Left,5'7,137lbs
206208,F. Brügmann,27,63,FC Carl Zeiss Jena,€350K,€1K,Right,5'8,154lbs
232064,M. Tumminello,19,63,Atalanta,€800K,€3K,Left,5'11,168lbs
240000,E. Abouchabaka,18,63,SpVgg Greuther Fürth,€750K,€4K,Left,6'0,161lbs
240256,M. Kavdanski,31,63,Clermont Foot 63,€250K,€1K,Right,6'2,159lbs
180352,R. Finn,30,63,Shamrock Rovers,€350K,€1K,Right,6'0,165lbs
213889,R. Haynes,22,63,Shrewsbury,€450K,€2K,Left,6'0,150lbs
221569,Y. Mena,26,63,Independiente Medellín,€450K,€1K,Right,6'0,174lbs
229249,J. Mulraney,22,63,Heart of Midlothian,€525K,€2K,Left,5'8,141lbs
241537,André Luis Neitzke,31,63,FC Sion,€250K,€5K,Right,6'1,176lbs
200578,Lee Jae Myung,26,63,Gyeongnam FC,€350K,€2K,Left,6'0,163lbs
222338,T. Redding,21,63,New York Red Bulls,€525K,€1K,Right,6'2,185lbs
226946,I. Ayala,20,63,CD Palestino,€575K,€1K,Right,5'6,143lbs
231554,J. Justin,20,63,Luton Town,€575K,€2K,Right,6'0,157lbs
169602,A. Eckersley,32,63,St. Mirren,€200K,€2K,Left,5'9,168lbs
238210,B. Bye,28,63,Kristiansund BK,€375K,€1K,Right,6'1,183lbs
242306,G. Soto,24,63,CD Palestino,€400K,€1K,Right,5'9,157lbs
242562,J. van der Werff,19,63,FC Red Bull Salzburg,€725K,€3K,Right,6'2,165lbs
142979,J. Quiroga,36,63,Belgrano de Córdoba,€40K,€2K,Left,5'11,174lbs
224387,E. Bearzotti,21,63,Cosenza,€600K,€1K,Right,5'11,154lbs
229507,T. Mahrer,28,63,SV Mattersburg,€300K,€4K,Right,6'3,179lbs
237443,T. Okubo,28,63,FC Tokyo,€260K,€2K,Right,6'3,203lbs
192899,S. Zenjov,29,63,Cracovia,€350K,€2K,Right,6'0,159lbs
193155,L. Musculus,27,63,KFC Uerdingen 05,€400K,€2K,Right,5'11,161lbs
219268,L. Pavez,30,63,Unión Española,€270K,€1K,Right,5'9,152lbs
235652,U. Yuvakuran,20,63,Beşiktaş JK,€575K,€4K,Right,6'4,179lbs
241028,J. Aylagas,22,63,Club Atlético Colón,€400K,€2K,Right,6'2,187lbs
189828,M. Byrne,29,63,Gillingham,€350K,€2K,Right,5'9,154lbs
202117,M. Haakenstad,24,63,Lillestrøm SK,€375K,€1K,Right,6'0,161lbs
228997,C. Goode,22,63,Scunthorpe United,€450K,€2K,Right,6'5,165lbs
239493,M. Baku,20,63,SG Sonnenhof Großaspach,€800K,€1K,Left,5'10,148lbs
244869,G. Compagnucci,26,63,Unión de Santa Fe,€400K,€3K,Right,5'10,161lbs
198534,M. Rømer,26,63,SønderjyskE,€425K,€3K,Right,5'11,179lbs
211846,S. Amro,28,63,Al Wehda,€290K,€5K,Left,5'10,159lbs
221574,W. de la Rosa,25,63,Envigado FC,€500K,€1K,Right,5'5,141lbs
225670,J. Baird,22,63,St. Mirren,€500K,€1K,Right,6'2,150lbs
243334,Pistu,21,63,AD Alcorcón,€475K,€1K,Left,6'2,172lbs
198535,M. Greve,28,63,Vejle Boldklub,€300K,€2K,Right,6'5,168lbs
221831,Shin Chang Moo,25,63,Sangju Sangmu FC,€450K,€1K,Right,5'7,148lbs
231303,L. Grace,25,63,Shamrock Rovers,€425K,€1K,Right,6'1,181lbs
240007,M. Trianni,25,63,VfR Aalen,€475K,€1K,Right,5'11,161lbs
134792,D. Bowditch,32,63,Northampton Town,€290K,€3K,Right,5'11,159lbs
222600,Lee Tae Hee,23,63,Incheon United FC,€400K,€1K,Right,6'2,179lbs
243080,Carlos Isaac,20,63,Atlético Madrid,€625K,€5K,Right,6'0,163lbs
209546,Rafhael Lucas,25,63,Jaguares de Córdoba,€475K,€1K,Right,5'9,157lbs
212106,D. Connolly,23,63,Dundalk,€550K,€1K,Right,5'9,152lbs
236938,M. Wilks,19,63,Doncaster Rovers,€800K,€5K,Left,6'0,157lbs
238986,F. Luckeneder,24,63,SCR Altach,€450K,€2K,Left,6'3,161lbs
239754,M. Košťál,22,63,Wisła Kraków,€575K,€2K,Right,5'10,137lbs
242314,S. Camara Jönsson,34,63,Trelleborgs FF,€190K,€1K,Right,6'3,192lbs
199307,A. Höller,29,63,SV Mattersburg,€280K,€4K,Right,6'4,181lbs
225419,E. Ruiz,20,63,La Equidad,€675K,€1K,Right,6'2,185lbs
236171,Felipe Soldivia,30,63,Ceará Sporting Club,€350K,€4K,Right,5'8,148lbs
243339,D. Bizimana,21,63,Waasland-Beveren,€475K,€2K,Right,5'11,170lbs
186507,C. Landu Landu,26,63,Tromsø IL,€450K,€1K,Right,6'0,183lbs
192651,O. Malik,27,63,Melbourne City FC,€300K,€2K,Right,6'1,165lbs
198540,G. Sandberg Magnusson,26,63,IF Brommapojkarna,€375K,€1K,Right,5'11,168lbs
237452,S. Yajima,24,63,Vegalta Sendai,€475K,€2K,Right,5'7,148lbs
241292,I. Huguenet,20,63,Defensa y Justicia,€725K,€3K,Right,6'2,172lbs
242572,K. Belmar,25,63,Sporting Kansas City,€450K,€2K,Right,5'11,159lbs
193932,R. Lambe,27,63,Cambridge United,€375K,€3K,Right,5'9,179lbs
197774,C. McAleny,25,63,Fleetwood Town,€475K,€2K,Right,5'10,146lbs
222350,Xie Pengfei,25,63,Jiangsu Suning FC,€450K,€4K,Left,5'11,161lbs
244366,Guilherme Oliveira,23,63,Os Belenenses,€350K,€1K,Right,6'2,179lbs
210319,I. Akinade,24,63,Waterford FC,€500K,€1K,Right,6'3,209lbs
225423,S. Vega,20,63,Millonarios FC,€725K,€1K,Right,5'10,154lbs
226191,Wu Qing,36,63,Chongqing Dangdai Lifan FC SWM Team,€120K,€2K,Left,5'7,154lbs
111503,C. Ben Saada,34,63,ESTAC Troyes,€190K,€2K,Left,5'7,143lbs
242575,B. Owundi Eko'o,24,63,Minnesota United FC,€400K,€1K,Left,6'2,190lbs
212624,D. Bohl,24,63,Hallescher FC,€425K,€1K,Left,5'8,152lbs
222864,J. Rose,23,63,Southampton,€400K,€5K,Right,6'0,165lbs
237712,V. Castellanos,19,63,New York City FC,€800K,€1K,Right,5'10,163lbs
239504,J. Gordon,23,63,Walsall,€525K,€2K,Right,5'10,163lbs
234129,D. Sinik,19,63,Antalyaspor,€800K,€2K,Left,5'9,146lbs
234897,J. Arak,23,63,Lechia Gdańsk,€550K,€2K,Right,6'0,172lbs
236689,K. Al Samiri,21,63,Al Ittihad,€600K,€5K,Right,5'6,128lbs
243857,P. Mako,24,63,Orlando Pirates,€400K,€1K,Left,5'4,130lbs
230802,H. Al Amiri,24,63,Al Qadisiyah,€475K,€4K,Right,5'6,123lbs
237202,G. Terrani,23,63,Perugia,€500K,€1K,Right,5'10,154lbs
172178,B. Corr,33,63,Cambridge United,€230K,€4K,Right,6'3,174lbs
188818,L. Ngwat Mahop,30,63,SCR Altach,€350K,€3K,Right,6'0,172lbs
219795,J. Coleman,22,63,Shrewsbury,€400K,€5K,Right,6'6,181lbs
155795,W. Łobodziński,35,63,Miedź Legnica,€160K,€1K,Right,6'2,176lbs
224915,S. Wright,20,63,Aberdeen,€650K,€1K,Right,5'9,143lbs
234387,H. Starostzik,27,63,Hallescher FC,€350K,€1K,Right,6'2,181lbs
171923,S. Foley,31,63,Northampton Town,€325K,€3K,Right,6'0,163lbs
184467,N. Delfouneso,27,63,Blackpool,€375K,€2K,Right,6'1,172lbs
204180,S. Suljevic,23,63,Dalkurd FF,€500K,€1K,Right,5'11,154lbs
205972,R. Bentancourt,25,63,Independiente Santa Fe,€500K,€1K,Right,6'1,163lbs
224916,N. Royón,27,63,Patronato,€425K,€3K,Right,5'8,146lbs
242580,K. Kushibiki,25,63,Nagoya Grampus,€400K,€2K,Right,6'0,185lbs
242836,K. Krolicki,22,63,Montreal Impact,€525K,€2K,Right,5'10,154lbs
244116,H. Abou Demba,26,63,Grenoble Foot 38,€375K,€1K,Right,5'10,159lbs
205461,M. Wegner,29,63,SV Meppen,€375K,€1K,Right,5'10,176lbs
232085,M. Bringaker,21,63,IK Start,€550K,€1K,Right,5'10,161lbs
187797,S. Brisley,28,63,Notts County,€300K,€4K,Right,6'2,170lbs
204438,C. Diop,24,63,Montreal Impact,€325K,€1K,Right,6'1,168lbs
221846,Wang Tong,25,63,Shandong Luneng TaiShan FC,€400K,€3K,Right,5'10,157lbs
222870,G. Cooper,21,63,Peterborough United,€575K,€2K,Left,5'9,159lbs
224662,M. Multhaup,21,63,1. FC Heidenheim 1846,€575K,€2K,Right,5'9,157lbs
225430,P. Zebli,20,63,Ascoli,€550K,€2K,Right,5'10,154lbs
244118,D. Bertrand,25,63,Angers SCO,€475K,€4K,Left,5'9,141lbs
225431,Ricardo Almeida,21,63,Moreirense FC,€525K,€1K,Right,6'0,165lbs
234135,Rafaelson,21,63,Vegalta Sendai,€575K,€1K,Right,6'0,205lbs
177815,Y. De Winter,31,63,Royal Antwerp FC,€220K,€2K,Right,6'2,181lbs
188823,G. Pinaud,30,63,US Orléans Loiret Football,€270K,€1K,Right,5'10,157lbs
144024,D. Zibung,34,63,FC Luzern,€150K,€2K,Right,6'2,185lbs
211608,M. Rigione,27,63,Chievo Verona,€300K,€3K,Right,6'1,181lbs
244120,S. Rénot,28,63,Red Star FC,€300K,€1K,Right,6'1,176lbs
220057,H. Lennon,23,63,Southend United,€425K,€2K,Left,6'3,170lbs
228249,H. Al Juhayyim,30,63,Al Fateh,€350K,€6K,Right,5'10,163lbs
241050,A. Meyer,27,63,VfB Stuttgart,€300K,€5K,Right,6'5,194lbs
224667,Yang Kuo,25,63,Henan Jianye FC,€400K,€3K,Right,6'0,174lbs
227995,L. Walsh,20,63,Bristol City,€650K,€6K,Right,5'6,139lbs
235931,M. Şengezer,21,63,Bursaspor,€500K,€2K,Right,6'2,172lbs
238235,H. Vetlesen,18,63,Stabæk Fotball,€675K,€1K,Right,5'9,146lbs
240027,A. Vrenezi,24,63, SSV Jahn Regensburg,€500K,€2K,Right,5'10,143lbs
187035,J. Jeffrey,28,63,DC United,€300K,€2K,Right,5'11,165lbs
225948,R. Lauritsen,22,63,Vejle Boldklub,€525K,€2K,Right,6'2,172lbs
231836,J. Karlsson,19,63,IF Elfsborg,€525K,€1K,Right,5'7,154lbs
202909,D. Boo Wiklander,33,63,IFK Göteborg,€150K,€1K,Right,5'11,187lbs
230557,A. Da Cruz,21,63,Parma,€600K,€6K,Right,6'0,165lbs
233885,E. Cömert,20,63,FC Basel 1893,€725K,€3K,Right,6'0,176lbs
240797,M. Tramoni,18,63,AC Ajaccio,€750K,€1K,Right,5'9,150lbs
243357,F. Evina,17,63,FC Bayern München,€725K,€5K,Right,5'10,161lbs
245149,J. Hurtado,18,63,Gimnasia y Esgrima La Plata,€750K,€2K,Right,6'0,157lbs
179869,G. Sawyer,32,63,Plymouth Argyle,€200K,€2K,Left,6'0,148lbs
211358,J. Fabri,24,63,Stade Brestois 29,€350K,€1K,Right,6'0,165lbs
223902,T. Pett,26,63,Lincoln City,€425K,€4K,Right,5'8,154lbs
212383,N. Brandenburger,23,63,SC Fortuna Köln,€425K,€1K,Right,6'0,170lbs
